tag	consumer_complaint_narrative
comment	fantastic
comment	it is a good peice of software and it is a nice thing to use
comment	The hotel restaurant was amazing the one night we had dinner at the hotel.
comment	People on the beach trying to sell stuff
complaint	I cant see who is online and who isn't.
complaint	we were placed at the old building contrary to the one in the picture.
comment	Decent , but the included animations are confusing and very un user friendly.
complaint	Decent , but the included animations are confusing and very un user friendly.
comment	The location is also fantastic, by the subway, shopping, and restaurants.
meaningless	Everything
comment	Perfect contemporary boutique style hotel in the gothic quarter.
meaningless	We were laying in bed at about 7pm before we went out.
complaint	Also not able to have breakfast.
complaint	Staff is really clueless, do not take their advice!
comment	I tried to install filezilla and my virus program AVG warns me of a virus.
complaint	breakfast was poor, parking in private car park was disaster as had to walk way too long distance to hotel,price was expensive for one night and parking to be paid extra was not fair....
complaint	Can only get a programme to play about every 1 in 10 attempts if i'm even lucky then.
bug	Can only get a programme to play about every 1 in 10 attempts if i'm even lucky then.
complaint	It's hard to work with in Snapchat.
complaint	PLEASE FIX THE NOTIFICATIONS.
comment	Thanks & keep them coming.
comment	very attentive staff and really good food.
meaningless	Of course it's a minor issue.
comment	real good im happy about it
comment	Beautiful guesthouse.
meaningless	My wife and I stayed here before going to a wedding in Mallorca.
meaningless	Have did several ideas from it!!
comment	The hotel is very centrally located and we could walk to so many attractions.
comment	There are temporary desks for check-in.
comment	But the app is overall great.
complaint	Poor lighting , very few English language channels , bathroom decoration a bit outdated
comment	The room was very nice and spacious.
comment	I really don't want to be steered away from using this app, as it is one of my primary sources for communication with friends.
comment	cricket is the good game
comment	Very close to Louver and many attractions as well as easy walking distance to St Germaine area.
comment	Luggage room free of charge if you are flying later then the check-out time.
meaningless	Including the "chef's favorite" which I always expect to be outstanding.
comment	it is beautiful but i want easy download links
complaint	it is beautiful but i want easy download links
complaint	There was construction work all over the place, during the day we could either hear the doof Dood of the music or the sound of a jack hammer coming from the pool.
comment	thank you softonic.
comment	It looked very classy.
comment	This hotel was a great surprise in Barcelona.
bug	Also you cannot unfollow anyone because you press it and yet you still see there post ect....
comment	#1 Video Editing Software!!!
comment	Heated pool is great.
comment	This is a super application,which is very useful for all kinds of people.
comment	Its good that they put in the Misson editor if not it would be a big shame not editing..
meaningless	Please READ the review titled "Horrible Software". If you ever have that feeling, I can only imagine 2 possibilities.
complaint	Even the new rooms are dated.
comment	I have spent the last 2 weeks trying out various privacy programs that hide your IP to allow for anonymous surfing.
complaint	Meals weren't that good.
comment	best app of its category
comment	no problem for configurations.
complaint	The car park is not conveniently located too far to walk on a wet day.
meaningless	I first started programming C++ about 4 years ago.
complaint	Please do not get this stupid music app!
comment	We absolutely loved the Hotel DO.
complaint	Service can be better!
complaint	Very unpleasant smell of moist in rooms (we had 3 rooms with different locations), long waits for breakfast, unprofessional staff at dinner restaurant making us wait for 40 minutes to get a bottle of wine, unflexible with late checkouts (requested only until 14:00). This was our first visit to Bali and we wanted to stay in a familiar chain that we now, we have stayed various times in Sofitel Lisbon, Paris and Amsterdam, however Sofitel Bali is just not at that level.
comment	Bring back Sense8, keep bringing us original content and stay away from being like the networks with their cookie-cutter shows.
complaint	Don't ever use this crap!!
comment	All in all a solid effort and a lot easier than I've ever seen before.
comment	* High degree of Customization (can change skin/theme, background colors)
comment	Very good App, but cannot logout.
bug	Very good App, but cannot logout.
complaint	Very old bathroom.
complaint	Did not find hotel wasy on my gps or google map
meaningless	This happened every day.
comment	Nice usability, saves boarding passes for offline use.
comment	This new version is a lot better than when I tried it before.
complaint	Poor rooms and service for amenities not working.
meaningless	I asked what she thought she was doing and she made some feeble excuse of asking if I ordered a cork screw.
meaningless	They are nowhere.
meaningless	If you are a fan of M.U.G.E.N. and an even bigger fan of Naruto
comment	When abroad it is good to be able to send the occasional SMS.
comment	The triple was perfect for our three children.
meaningless	Been using Skype for over 10 years.
complaint	There is no telephone in the room, may be that helps us to call the reception and make enquires, though not a big complaint.
meaningless	Why don't you download now?
meaningless	It should be written "1500 metre " after we met Summer Hill North road.
comment	I Thumb Up!
complaint	Bathroom was flooding with water after every shower, need extra towels in the room.
comment	MotoGP2 is my favorite Game, I had it on XP but now I need it on Windows 7 PC
comment	it is super cool
comment	I'll give 4 stars then despite some other issues.
comment	Ohla Eixample is a recently open 5 star hotel in a very central area of Barcelona.
comment	The hotel has a good brand and great location but desperately needs modernization and renovation.
complaint	The hotel has a good brand and great location but desperately needs modernization and renovation.
complaint	Service was bad,i have to wait very long time just for check in,the room was not ready at 3pm,and so many other guess have to wait too.
comment	The building itself was fully renovated into an older yet modern British take.
comment	The staff was amazing and our room was wonderful.
complaint	useless because of the big watermark in the middle.
meaningless	If my laptop were a toy, this would all be fine.
comment	It good program for converter and easy to use.
comment	Because I like movies,so I make downloading.
complaint	There was a large wedding that went on and on for days.
comment	Also, if I do Alt+F4, it don't close!
comment	I'm addicted.
complaint	Long queue just to have breakfast (maybe seats are limited).
comment	Great spot for the Grand Prix, fantastic rooftop bar and pool.
meaningless	(visited at the end of November)
comment	Itunes 12 needs a newer computer with SSE2. My old PC from 2004 has only SSE.
complaint	New design from the update is no good (not user-friendly) especially from the elders.
comment	I love this game
comment	I think it is good but needs adjustments because for example it wouldn't let me connect to snapchat and I know it might just be my internet but I have checked that and it is still not working
bug	I think it is good but needs adjustments because for example it wouldn't let me connect to snapchat and I know it might just be my internet but I have checked that and it is still not working
comment	i have not had any problems with game.
comment	It has cool style and design, but feels casual and comfortable, not too stuffy at all.
complaint	brunch at ccc restaurant is not as good as i expected it to be
meaningless	game
comment	Right in centre.
complaint	I'd like to be able to see who's online, so I know their whereabouts, as well as their statuses and description or the "About Me" if you will.
complaint	Uninstalling.
comment	Ohla Eixample is a recently open 5 star hotel in a very central area of Barcelona.
complaint	under renovation the hotel needed updating and there were no shelves in the cupboards to put your stuff in only hanging space.
comment	It have anything you need to edit simple text and program code.
complaint	Second bar too full so when we all met at 1830 had to go to a local pub!
complaint	The English speaking TV channels appear to mainly cater for USA audiences - there are others ie Sky and BBC - were listed as being available but sadly never appeared ??
meaningless	nyc game
comment	Nicest hotel room in my life.
complaint	When I downloaded it i needed to buy it!!!
comment	The hotel is quiet, classy and the staff are wonderful and attentive.
comment	game is fun and easy to play.
comment	i've only been playing for 3 days and already (even with the 1 hour time limits) i'm very far ahead!
comment	Most people say that free keyloggers are not trustful and they may contain some virus and harm your computer.
complaint	we was very upset about our room we felt it not clean when we first arrived there was toothpaste still on the tap where the last people had spit it all over tap and it made us wonder had the toilet been cleaned?
comment	Both mobile and desktop friendly.
comment	With many different plane, different weather, and different airport, you will be like the real Pilot.
complaint	First time staying here and should have stayed where we normally do.
comment	I don't have many order issues, but when I do they are responsive (usually within 24 hours) and do not give you grief!
comment	Romantic.
complaint	If things don't change I'm gonna delete the app.
comment	They left a birthday cake and champagne in the room on my partners birthday as i requested.
comment	it is a very user-friendly dictionary application I know.
comment	Half my wardrobe will be from this site when I'm done.
comment	We loved this Oberoi, but it might be too quiet/ not enough activities for a younger couple or young children.
complaint	We loved this Oberoi, but it might be too quiet/ not enough activities for a younger couple or young children.
comment	Thank you for creating this wonderful game!
comment	Our room was beautiful and our breakfast had many choices, something to suit all the family.
comment	There is nothing I didn't liked.
comment	Very elegant rooms.
comment	Room service [NAME] took our orders and delivered efficiently , parking is very convenient
comment	It is the best game in the world
comment	Located at back of hotel.
comment	I don't have to think while playing it and the payoff of getting more friend pokemon keeps me playing.
comment	Let's now explain to all the non techy people we know that the little square with a half moon is the camera icon!
complaint	Afternoon tea with limited time: 16-17 o'clock.
comment	Also one bar was closed for a private party
complaint	Stealing other applications features and putting into the Facebook and the Messenger.
comment	My best score is 1100 but I don't know in Wich song.
comment	I've loved all items I've ordered but make sure to read the store ratings prior to purchase as well as customer reviews.
comment	The hotel is in a fantastic location and centrally located.
comment	The staff is extremely nice and helpful, the rooms are very comfortable and the breakfast rich.
comment	Our stay in this hotel was spotless!
complaint	The facility inside needs upgrading.
meaningless	This was a special mother-daughter trip celebrating my mother's first trip to Europe and her 72nd birthday.
complaint	Don't go reinventing the wheel to try and look like your ahead of the competition.
request	I loved the Skype preview for Windows 10, why couldn't you make something similar to that?
comment	This package was development for Windows 7 or only Win2000/NT/XP/Vista.
complaint	Why you should "make better" something that do not need.
comment	[name] is one of the Best chefs in town, but the hotel service is even better.
request	I WANT THE DOWNLOAD >.>
comment	It has a great and wide selection of classical music, the majority being piano-oriented.
bug	After multiple re-installs (and phone restarts) and manually giving the app camera permission, the app fails to launch the camera to take a selfie.
comment	All staff we met were welcoming and professional.
comment	Love this company, despite moaners gives the chance to move around Europe like no-one before.
comment	So far I've used it via text message, works great on my end being the deliver of bitmoji.
comment	Breakfast is very good with tipical flavours from Catalunia.
complaint	When we requested a very late checkout as we did not leave Indonesia until midnight the latest we could have was 4.00 pm.
comment	We did not realize that there are old and new buildings / rooms.
comment	-It's a beautiful hotel and historical with the back part of the hotel made up of Roman era walls.
comment	Quick and easy.
complaint	I dont know why you guys are giving bad review this app works great
complaint	There was a fan in the living room however it was slow and we were sweating everytime we sat there.
comment	goood
comment	Conveniently located on Passeig de Gracia (commonly known as the most fashionable street in all of Barcelona), SixtyTwo Hotel met all of my expectations.
complaint	They suggested Potato Head but (1) booked a table at 8pm when basically the place is empty and people are leaving and (2) said it was not possible to go with informal attire such as shorts, only long trousers!!!
comment	The location made it easy to walk into the town and the gasto pub food recommended by the hotel staff turned out to be superb.
complaint	Tracking information is never updated.
meaningless	NIL
comment	Lots of free items, too, and all you pay is a small shipping fee.
complaint	Very noisy on Sunday (loud music at bar). Lightning system in room not well designed (switches at inconvenient places). Breakfast was looking fancy but average quality.
meaningless	When planning a return visit to Paris, we decided to pick a new area instead of the usual St.Germain des Pres.
request	Rooms have standard key, maybe should be updated to key card system.
complaint	This new layout is UGLYYYY.
meaningless	That's all.
comment	;)
comment	very good
comment	downloaded weather channel desktop 6 and the antivirus popped up with TROJ_GEN.
complaint	It was difficult to get in or out with a trolley (have an escalator to the main floor). Even basic stuff like stuff for kids that they advertise in the lobby isn't there.
comment	I to have recently bought a new laptop with windows 7.
comment	I love the app but to be honest...
meaningless	First this isn't the actual show box app....
comment	it is fast, but the controls are lousy, plus it keeps installing on my desktop shortcuts to place I don't want.
complaint	it is fast, but the controls are lousy, plus it keeps installing on my desktop shortcuts to place I don't want.
comment	First You should complete main campaign with one of the three roman families (Julia, Brutie, Scipii)
comment	Great location in Dublin.
comment	Installs other software with it.
comment	There are tons of good deals on here, but definitely read the reviews before finalizing any purchases.
meaningless	Why do we bother to pay TV license?
comment	It serves its purposes all the time.
complaint	On arriving at hotel we found that there were much better value for money offers available in this hotel and in surrounding hotels and we were not even offered an upgrade.
comment	I highely recommend the Hotel Keppler.
meaningless	Also use APPREWARD is a newer app refer (wb21pb) get 50 FreeGiftzCard cash but is very reliable.
complaint	Cracks in walls, missing plaster floor boards coming up.
comment	This game is cute and addictive.
complaint	Calls for more towels go unanswered and served.
comment	This game is incredibly cute!
complaint	The Forums are almost 0 help
comment	The hotel is very nice and [name] in the reception was super helpful; she is a star and so helpful....
comment	The hotel is a short walk away from nice restaurants and the metro.
complaint	it was horrible I had it for months no problem then I had to pay for it to upload it so I'm not wasting $40 on one year of editing!!!
meaningless	If you want to feel like a european minority among not Sofitel guests-chinese people having comfort and fan next to you, this hotel has to be your choise.
comment	baest game in the world
complaint	Come on!
comment	Lightning fast
meaningless	I think someone needs to find a dictionary and learn to spell these words right.
complaint	the room was not in good condition
comment	I kept telling the waiter that I was allergic to shrimp and to separate the shrimp from the platter but they kept mixing it other than that nothing bad to say about Sofitel!
complaint	I kept telling the waiter that I was allergic to shrimp and to separate the shrimp from the platter but they kept mixing it other than that nothing bad to say about Sofitel!
comment	Very impressed with this hotel.
complaint	Unfortunately Viber and I have been having problems for a few months now.
comment	I stayed here with my wife during a business visit to Barcelona and it transported me to a different world and time.
meaningless	We (my husband, my little daughter and I) stayed here for 8 days.
comment	Great staff, team and all really good to help people's.
complaint	App constantly crashes and looks like it was designed in 2009... Have to open the app multiple times before I get to a login screen, usually receiving a 'not responding' error.
bug	App constantly crashes and looks like it was designed in 2009... Have to open the app multiple times before I get to a login screen, usually receiving a 'not responding' error.
comment	Nice game but there are too much ads..
complaint	Nice game but there are too much ads..
comment	The location is prefect, near the sea and the center of the city.
complaint	My rating is terrible.
comment	Everything about this hotel is superb.
comment	very easy to download.
comment	bought the software.
complaint	One minor downside is there there are no mini bars or fridges in the rooms.
bug	It regularly says "disconnected", won't send messages between my husband and I for 10+ minutes at times(even connected to fast wifi) and is a pain on both slow wifi and data.
comment	Its wooded and pretty quiet.
comment	Highly recommended for a romantic stay in Barcelona.
comment	We stayed here in April for 5 nights, and were very pleased with everything.
complaint	But this one is in very poor condition.
comment	very good game thats all like real
comment	Breakfast is delicious.
meaningless	I stayed there for four nights
comment	Our room was very large and appointed terrifically and the bathroom was huge and gorgeous.
comment	Rome Total War is the best strategy game among total war series.
complaint	Had to wait half an hour for our drinks in the bar.
comment	Also is Free.
complaint	It might be time for me to go back to using Swift for facebook
comment	Room : excellent
meaningless	the explosion
comment	corporated by Microsoft
comment	* Includes new RainBrowser config manager.
comment	Very challenging yet rewarding.
comment	I bought Sodapdf 6 - worked well until stopped 'Saving' additional pages to a Document.
complaint	I bought Sodapdf 6 - worked well until stopped 'Saving' additional pages to a Document.
complaint	The beds are quit hard.
comment	Wonderful location as it was close to restaurants, the old town, shopping, bus station, beach, car rentals & parking.
comment	Of the two rooms we stayed in, one had a plunge pool.
comment	The option is to park on the streets around.
comment	We had two rooms, a triple and a double.
comment	Thank you, have a nice time, and please consider these factors as well as read this review and comprehend it.
meaningless	The price of food and extras.
meaningless	But it's not.
complaint	Wouldn't have been so bad if they'd have at least sat one parent near to our child rather than three seats the furthest they could possibly be away from each other!
comment	[name] leads the team that is friendly, helpful, thoughtful, attentive and very accommodating.
comment	its a great game it have alot of levels i only played the demo online put to simple its one of the best games i have ever played
complaint	Fake and full of adware, unable to run any IOS apps until you pay for it and the license is very expensive.
comment	We stayed at this lovely boutique hotel, situated on a charming, quiet street and very short walk to the Seine river, Notre Dame, and lots of shopping everywhere around it!
comment	Nice bar and breakfast restaurant (we didn't try the evening meals) and we didn't try the spa.
comment	I need for this program and look for it a long time ago
comment	This is so cool!
comment	Clean with everything you need.
comment	i want winsetup usb work with win8
request	does anyone know how do download haerthstone on a apple pc
comment	You can't get a better location.
complaint	The bed was very hard and pillows too.
comment	The general ambience of the hotel is very nice as indeed were all the staff.
complaint	I don't want to manualy download desired GIF to send it, rather want to find it directly as app extension.
request	I don't want to manualy download desired GIF to send it, rather want to find it directly as app extension.
complaint	Have stayed here many times and this was by far the worst yet.
complaint	Please fix this quickly, because I really love this game - and I don't want to have to uninstall it because it doesn't work.
comment	Please fix this quickly, because I really love this game - and I don't want to have to uninstall it because it doesn't work.
comment	I love the ability to constantly change what the Bitmoji is wearing and what he/she looks like.
complaint	Sunken pool bar feels abit oily from everyone in and out of the sun with sunscreen and oils
request	what is the process and method.
comment	The software does look great , however is not compatible with windows 7 :-(
complaint	The software does look great , however is not compatible with windows 7 :-(
comment	A very nice stay at the Malte Hotel.
complaint	Not a user friendly interface and so much more.
complaint	Very disappointed, irritated, disgusted.
comment	Many more facilities and services to help me.
complaint	I run a 3.4ghz quad core, 16gb system memory, with dual GTX 760's in SLI -this thing STILL takes FOREVER to load, and runs slower than molasses once it's up.
request	I have galaxy s7. How do i get it to appear in my verizon message+ app?
comment	Ive only ordered a couple things so far just waiting to recive them to check quality and how long it will take to ship..
complaint	Various emails send to customer service have not fixed this problem.
complaint	After I again activated it all the photos vanished.
comment	Few addon but is ok.
complaint	Few addon but is ok.
comment	Everything was just perfect.
comment	The lady at front offered hairdryer and map of city.
comment	[name] was extremely helpful to us, as well as extremely pleasant.
comment	We really had a nice stay at this hotel.
complaint	There were also building works near the pool which was a annoying when trying to relax by the pool.
comment	Thank you from the bottom of my heart.
meaningless	Didn't get a chance to use their amenities as in town for Rock on the Range.
comment	Breakfast was good, however varieties seems reduced from the last time i was there 2 years ago.
complaint	Breakfast was good, however varieties seems reduced from the last time i was there 2 years ago.
comment	The staff in The Imperial made our short stay there very special with their warm welcome and friendliness.
complaint	Hotel management explained this "winter season". Breakfast is very poor, room service has limited worktime, mini bars in the rooms are empty, there is not even water
meaningless	Or have bath robes.
complaint	The reason this program is free is because it is worthless.
complaint	Expat Shield was a pain to install, bombarded us with ads and spam, and made watching BBC not worth the hassle.
comment	If I had to pick a niggling point, it would be that the bed we slept on, had a beautiful wood surround around the mattress as well as the fact it was a four poster bed, however, even though there was a step to assist us to get onto the bed, I found it a little difficult to get onto and off the bed without assistance from my husband.
complaint	If I had to pick a niggling point, it would be that the bed we slept on, had a beautiful wood surround around the mattress as well as the fact it was a four poster bed, however, even though there was a step to assist us to get onto the bed, I found it a little difficult to get onto and off the bed without assistance from my husband.
request	It would be nice if it could appear as emojis on other apps beside snapchat though..
complaint	Couldn't find a place to sit.
comment	it is very good
comment	Stayed 5 nights at Hotel d'Aubusson and it was great.
comment	i think it was a very good game
comment	very nice programs I and my kids like them.
complaint	The new layout is hideous.
comment	This boutique hotel is situated on a quiet residential street yet close to all the shopping and cafes.
comment	Room decor is bit on the 'sparse' side.
complaint	Room decor is bit on the 'sparse' side.
comment	All of the staff are excellent, helpful, very friendly and efficient.
complaint	Where do I start, the reception staff were rude and uninterested, the bathroom was dirty and mouldy, the pool we looked out onto was noisy with loud music usually until 9pm but for some reason the first night we were there it was still going at 11pm.
comment	Nice breeze at night and ceiling fan.
comment	Perfect Boutique Hotel if you are in Paris.
comment	Plus points i like : new emoji, voice n video chat
comment	It's really worth to download and start using MS Player.
comment	the beach club was excellent.
comment	Mount and Blade is a lot of fun.
complaint	I really don't want a Skype memory story or to be forced into ombre text bubbles.
comment	The game is great, when it opens...
complaint	The game is great, when it opens...
complaint	Slow.
comment	Specially for the late check out service, it's really good for us.
complaint	That specific room was situated near the parking area so it was a bit uncomfortable to see people walking and looking at us swimming, since the barrier/wall/plants were not tall enough.
request	It would be nice to customize a little more and pick shirts and pants not together new movie is options or newer shows or make up your own sayings
comment	Thumbs up for cleanliness, nice spacious rooms and and everything modern.
comment	Hotel Le Six is a chic hotel, very nicely presented and cool looking.
complaint	When i signed up i was promised a free item that I had to pay $1 for shipping and handling which was fine until it seems as if i was given the run around about my package that i still have not received.
comment	We will definitely stay here again, only longer next time.
meaningless	the weapon
complaint	The new algorithm way means I miss a lot.
comment	we have to pay 45 extra euros a day as upgrade.
bug	Refreshing the feed regularly gives a different order.
meaningless	I read reviews carefully and keep looking till I find the best price and shipping combo.
complaint	This redesign is terrible.
complaint	No coffee pot in room is a BIG negative for me.
complaint	No options to change it back??
request	No options to change it back??
comment	I honestly can't not fault this hotel .
request	I think they should also come up with some points system.
complaint	But this camera has way too many ads.
comment	Maybe i'll add some words like "cute graphics" and "smooth animations".
meaningless	That is ridiculous.
comment	Breakfast was huge and delicious.
complaint	Its just crappy additions to a decent app.
comment	Overall, a great stay.
comment	i like to halo game
meaningless	I called for an iron and ironing board ca.
comment	We stayed for 3 days in Room 11 - which is a small room right above the entrance to the hotel, facing out into the square.
complaint	I needed an app like deezer, but when i turned it on it would only play the song on my phone.
comment	From the moment you get out of your taxi you know this is the right place.
complaint	Eventually I gave up.
complaint	The thing is that when I click the install exe file twice, there is nothing happen.
comment	The day after we got married we did come back to a beautiful black forest cake in our room which almost made up for the macaron absence!
comment	In addition, on the wine list there are about 5 open red wines.
comment	A short run but effficient and fast, just like you need for a 7am flight.
meaningless	-Sincerely an avid user of Pinterest
comment	Breakfast - after our breakfast experience we were not tempted to try the Michelin awarded restaurant at night.
comment	Installed without problem!
comment	Thanks great app!!
comment	Fantastic service, great position, wonderful rooms.
comment	Breakfast, so much choice and the cooked stuff done fresh to order and of high quality.
comment	Thanks!
bug	Now, I can't insert a new credit card, while booking.
comment	Staff were so friendly, helpful, polite and available.
complaint	Why can't you leave at least one app to be what it is?
complaint	Could not recommend this hotel it is certainly not five star.
comment	We had a balcony looking onto the street which was lovely.
meaningless	Really???
complaint	No upgrade available, hotel was full.
meaningless	my mobile phone nokia 2730 classic 1
comment	Easy to use.
comment	Good place to sleep.
comment	Hotel building has an old world feel setting off modern rooms in an interesting contrast
complaint	I have installed MP3 Rocket but can not finished installation.
request	Please provide this .
comment	Breakfast is a buffet, but it's okay.
meaningless	and some programd are hard and with a dig size
complaint	VERY DIRTY AND THE AIR CODITION WAS FULL OF DUST!
complaint	The water also stopped in the middle and took 10mins to come back on because the building was fairly old.
comment	Exceptional service.
comment	I spent 4 nights in the hotel with a colleague.
complaint	Drinks weren't cold enough.
comment	Recommended by a friend, the Yurbban excelled our expectation.
comment	All the staff were wonderful with excellent English, sadly my French is non-existent.
request	Do I have to uninstall Chessmaster eighth edition before I install the tenth edition?
comment	Nothing
meaningless	totally fake.
request	The taxi transfer from the airport is quite problematic so I think the hotel should propose its own existing transfer service when bookings are made.
meaningless	And not in a consecutive way (though it can do that too) no, you just keep going back to it.
comment	The location was easy to find and our room was enormous, with three large windows looking out over the harbour.
comment	They made sure we felt comfortable at all times and everything went perfectly.
comment	The location is in a quiet residential area of tree lined streets.
comment	The hotel is seemingly in a business park near other offices and apartments.
meaningless	Next year does not help either as it is next year today.
comment	This games is very nice
meaningless	have ruined
complaint	No airport shuttle provided/offered
request	Just please bring the like button back...
comment	Got several calls on the day of check in to confirm my arrival.
comment	this software is a good working for data recovery
comment	Absolutely nothing to complain about!
meaningless	I was traveling with two other couples and this was our first stop on a 10 day tour of Spain.
complaint	I just can't type anything.
complaint	Staff is unable to keep up with guest issues, (presumably) due to the renovation and lack of qualified housekeeping and maintenance personnel.
complaint	The room was decent but smelled of smoke horribly.
comment	The room was decent but smelled of smoke horribly.
comment	The breakfast served was super good.
complaint	Disgusting!
meaningless	I was traveling with two other couples and this was our first stop on a 10 day tour of Spain.
comment	A flexible tool, super-easy to use.
comment	The service led by [name] and [name] was superb.
meaningless	What for?
comment	the staff, location, style, ambiance etc etc.
meaningless	It was as if my entire life had no purpose without him.
request	It's amazing I am hoping it can be soon available for us Mac users :)
bug	1. It crash constantly -- often APPCRASH
request	Where is Indonesian /Indian (Indian hotel chain) hospitality in here?!?
complaint	Damn hate the latest version, dont really care how the out look change but less much much function especially no more search history.
comment	Otherwise love the game!!!
complaint	The casino next door and the McDonald restaurant get very busy very late at night.
comment	Room very comfortable plenty of space to move around - beds excellent with double pillows provided great .
complaint	Utterly unusable now.
comment	Delicious food, dinner and many more.
comment	Good Work
complaint	aircon leaking and leaving puddles in the room everyday.
comment	Tried all sorts of folder color programs, this is by far the best and is easy to use.
comment	This means the hotel is good.
comment	It is also close (10 min walking) from las Ramblas.
comment	If you are truly looking for a truly 5 star memorable experience in Paris, then this is the place to stay.
complaint	The laundry service stained my white shirt and weren't able to fix it.
complaint	We had three people and thought we were getting more of a suite or larger room.
comment	Comfortable big bed.
complaint	Valves steam service is the worst customer service experience i have ever had!
meaningless	And to be fair, I didn't tell the team about it.
comment	The app is grand until you make sure mistake and very difficult to correct
complaint	The app is grand until you make sure mistake and very difficult to correct
complaint	Please fix it!!!
complaint	Rooms old and smelled stuffy, could do with a new reno, need more wardrobe space, the worse staircase in the middle going down to the main restaurant and pool area, and the light lit underneath the dteps ate really bad while walking up the stairs on my last day I missed my foot and have hurt my shoulder Always avoided it as it did not look safe.
request	Rooms old and smelled stuffy, could do with a new reno, need more wardrobe space, the worse staircase in the middle going down to the main restaurant and pool area, and the light lit underneath the dteps ate really bad while walking up the stairs on my last day I missed my foot and have hurt my shoulder Always avoided it as it did not look safe.
complaint	The bed side lamps in the room were controlled with the main switch so they would only work when the main light came on, they didn't work on their own.
comment	Videos transferred but purchased ones didnt play.
complaint	Videos transferred but purchased ones didnt play.
comment	I primarily use this app for all my Ryanair flight schedules and boarding passes.
comment	Our room has one of the better showers I have seen in Europe.
complaint	Staff very poor (except receptionists)
comment	Fastest torrent vuze try every body.
comment	Fun and great deals.
comment	Beautiful and charming decor.
complaint	Also, it's not even possible to watch directly on the RTE website as the link just directs you to watch it on the Android app.
undetermined	Make the app simple & user-friendly not a puzzle game or something else
comment	Rest the App is awesome enjoyed being its user
request	please help.
undetermined	It's just saddening when you expect something in the mail and it never shows.
meaningless	I redeemed 50 on the Mar 5th,and got the money instant.
comment	We booked CM last minute, based on TripAdvisor reviews and I'm so glad we did.
request	More daybeds in the grassy area facing the ocean.
complaint	The ads are soo many don't download this app never ever.
comment	Hotel is a valuable georgian/victorian house With big wooden window that has been kept since building time.
comment	nice game really spoopy ;-;
complaint	nice game really spoopy ;-;
comment	Staff were very nice and our room was very comfortable and clean.
comment	:)
comment	This article is about the company.
comment	Monitored by Google
comment	IT IS VERY ADDICTING.
comment	Good I used it in I found very sayisfied in ir
comment	ita amazing people !!!
complaint	Staff is really slow and not up to the expected standard of this hotel
complaint	There is no elevator.
complaint	Execution: Very poor
comment	They are very accommodating.
comment	Simple to use
complaint	worst
complaint	The room was roasting hot without a way to cool it off.
complaint	I paid extra for upgrading to the pool excess room but there were lots of particles of dust in the pool so it was disgusting.
complaint	Anyone with Android 5 or above it cannot backup or restore data correctly.
bug	Anyone with Android 5 or above it cannot backup or restore data correctly.
complaint	The drainage in the sink of the bathroom was a little blocked and it was so uncomfortable.
comment	When I was young back in 2003, I couldn't stop playing this game.
comment	Supports all the formats you may need.
request	Will be good to fix some street light.
comment	Try to have a middle name in your android contact, then sync with Outlook.
comment	I'm an avid diver so got a great kick out of that.
comment	Overall we had an amazing experience and we would highly recommend The Corner Hotel.
comment	The food is good with a good selection of food.
meaningless	Luckily Ireland in May is still cool enough for that to work.
complaint	It takes much too long to download and then does not work.
comment	My husband and I stayed here during our honeymoon in Paris and we fell in love with the charm of this hotel.
request	Sadly I can't find Giphy extension as it was in previous version of Viber but I hope you would bring it back as it was, maybe even improved.
bug	I cannot remove contacts, i dont have choice to call via skype or to actual phone, i dont have choice to send skype messages or SMS.
complaint	I cannot remove contacts, i dont have choice to call via skype or to actual phone, i dont have choice to send skype messages or SMS.
complaint	The problem is the performance, very slow even on a very fast connection, a good graphics card and a decent computer.
comment	Several restaraunrs close by.
meaningless	It didnt.
comment	The bed was large and very comfortable.
comment	it is brilliant on psp i dont know about pc very good graphics
complaint	For this price you have a chance to feel like Cinderella on a dirty, stinky and noisy poultry yard, where chinese children use grass and trees as a WC.
complaint	Got to my room and the smell of dog urine was so bad I nearly wanted to vomit.
complaint	Unfortunately, it often fails to listen to the end of a sentence, misunderstands me (pronunciation), misparses sentences often, so it does not make me feel confident that what I am saying is correctly translated in these SE Asian languages.
bug	Unfortunately, it often fails to listen to the end of a sentence, misunderstands me (pronunciation), misparses sentences often, so it does not make me feel confident that what I am saying is correctly translated in these SE Asian languages.
undetermined	They are really little.
comment	Every evening there are beverages and a snack to enjoy, including in the room, and you can use other locations in the city as well.
complaint	Room was small.
comment	This is annoying!
complaint	It was hard to enjoy the view since it was hard to get to the window.
undetermined	but if the cast was available o could see it in my big screen or if my Samsung would stop loading every five second would be even better.
meaningless	Iron was brought to me in few minutes ...
complaint	No light in the shower area of the bathroom.
comment	I love my photo shop
comment	Besides the fact that there's aren't quite enough rockabilly style haircuts, this is a great app that's easy to use.
request	Besides the fact that there's aren't quite enough rockabilly style haircuts, this is a great app that's easy to use.
comment	We stayed in a deluxe room.
comment	You're good
comment	You can play this game without paying a single cent!
complaint	Even if I prepaid the room's fee about 2 months ago;but she didn't give me any document about that at the check-in time..
complaint	Free Limited options
comment	- Works everywhere I write including text boxes within websites
comment	It was very strange considering the good service we had had up to that point.
complaint	It was very strange considering the good service we had had up to that point.
comment	Walking distance from the Alameda Central, Bellas Artes, and the Torre Latino.
