tag	consumer_complaint_narrative
complaint	最寄り駅からやや距離がある
comment	朝食のバラエティーが豊富
complaint	細かい事を言うとお風呂は新しく綺麗なのですか、赤カビがタイルに出ている部分があったので、少し気になりました
complaint	掃除がいまいちベッド脇に物を落とし寄せたら大量のホコリや……シャワー室、洗面台隅々が汚い
comment	立地が最高です
comment	レディースフロアに宿泊しました
comment	リッチモンドさんなんで部屋の綺麗さはさすがです
complaint	もう少しお部屋が広かったらもっと快適だろうと思いました
complaint	４連泊したが全部の朝食メニューが同じ
comment	基本的に安心できる海外通販だと思います
complaint	チェックイン前に、弟家族の部屋の近くをリクエストしたのですがタイプ違いということと満室との事でした
complaint	興味無しにするとワザワザ理由を聞いてくる曲に全く反映されない辺りユーザーを馬鹿にしてるよね
bug	ユーザー名が登録できずその先すすみません…
comment	スタッフの方が親切
comment	いいホテルです
comment	大学受験のため親子で利用しました
comment	美味しい朝食
complaint	コンセントも使えない
comment	フルキッチンで、調理器具と食器が備え付けて有ります
complaint	不意に時々なるんですが対応して下さい
comment	清潔感ががあり、スタッフの方も大変親切で気持ち良く過ごせました
comment	コンセントがたくさんあった
comment	表通りから少し入りこみ静かに環境だった
comment	景色が良かった
comment	立地、応対はよかったです
complaint	窓からの眺めは最悪
complaint	他の人がスタンプ押したタイムラインに興味も無いし、一時おさまったと思ったらレシピやら髪型やら、また勝手に動画再生…やめていただけますか
comment	お部屋も清潔で、フロントの方の対応もとてもよかったです
complaint	それからWi-Fiはパスワード無しにしてほしい
comment	室内の温度を確認しながら変えれればよし
request	駅から無料でバスが出てるとありがたいなと思った
comment	駅から近く空港までの距離も近いので、早朝便にも活用できそうです
comment	ロビーも季節ごとの飾りつけがされてお洒落で素敵です
complaint	窓のカーテンが少し窓から離れすぎ
complaint	動画ボタンが反応遅い
comment	好きなものがきっと見つかる感じ
request	たまに間違えて当たる時もあるからなんとかしてほしいかなってくらです
comment	リクエストにも満足でした
comment	廊下にはお香が焚かれていて、京都気分を満喫できました
comment	宿泊費も高くなくコスパもいいときたら最高
comment	癒され旅になり、感謝です
complaint	ゆったり浸かれない
complaint	フロントが中々電話に出ない
comment	特に６泊したので、この点はすごく助かりました
bug	・動画再生できない
complaint	こんなに外国人のおおさに少し驚きを感じた
comment	私は腰痛持ちですが、ベッドの寝心地は硬めで快適でした
request	ユーザーをブロックしたと同時に、そのユーザーの動画を非表示にしてほしい
comment	特になし
comment	知恩院の除夜の鐘を聞きたかったので、このホテルを選びました
complaint	そして画質が悪いです
comment	国際通りの端にあり、アクセスが良いです
complaint	超不便
comment	綺麗で部屋も広かった
complaint	フィードバックも送信しているので早急に対処してください
undetermined	バス　トイレが別で洗い場があった点
comment	潔癖症な自分としてはお風呂とトイレが別なのがとても嬉しかった
complaint	客室のユニットバス、トイレは 経年によるヘタリが見られてちょっと残念です
complaint	いつでも急に不具合が発生します
complaint	冷蔵庫は冷蔵の機能だけあるのが残念でした
complaint	カーペットにゴミが
comment	ベッド、バス、タオルのみならずミニ冷蔵庫や小物備品も清潔感一杯
comment	また宿泊したいねと話しています
complaint	料金に見合うサービス、室内環境ではなかったといわざるをえないです
comment	口コミ通りの満足なホテルでした
comment	ヘンな匂いもしなくて、とても清潔
comment	海側の部屋をとってもらって見晴らしも最高
complaint	動画が見たいのに見れないとか最悪や
complaint	ちょっと紛らわしいかも
comment	コンビニも近くに数件ありました
complaint	最近、広告がね
comment	新京極の中にあるので、いつでもショッピングを楽しめました!
comment	客室もとても静かでゆっくり出来ました
complaint	フィードをリフレッシュできません()ってのが出てきて写真が見れません、早急に直してください
bug	フィードをリフレッシュできません()ってのが出てきて写真が見れません、早急に直してください
comment	動画を観ている時に広告が入る時があります
complaint	子連れの歌舞伎町が少し怖かった
bug	昨日はなんでもなかったのに通話切ってもずっと着信音鳴りっぱなしでした
comment	ロケーションは良い
complaint	ベッドのマットレスが硬くて身体が痛かった
request	強制終了とかそういった不具合はないけど、アプリの仕様なのかYouTubeそのものの仕様なのか、見ている途中にＣＭで中断するのはやめて欲しい
complaint	強制終了とかそういった不具合はないけど、アプリの仕様なのかYouTubeそのものの仕様なのか、見ている途中にＣＭで中断するのはやめて欲しい
complaint	場所が良いので仕方ないが、この値段で朝食なしなのかと、ちょっと思った
comment	使用時の通信状態にも よりますが、概ね良好に使えています
complaint	部屋に置いてある泡ハンドソープの泡が出なかった
complaint	古い
comment	2階にコンビニが常設されてる点バリアフリーの部屋が清潔で広く使いやすかった
comment	地下鉄に直結なので観光には最適でした
complaint	部屋数の割にエレベーターが３機と少なく、毎回数分待たされたのが残念でした
comment	ローマ字での予約との旨を伝えれば大丈夫そうですね
complaint	唯一不満を述べるとしたら、那覇空港から遠いぐらいです
comment	ブロックしたユーザーの完全非表示は嬉しい
comment	ありがとうございました
comment	あと、朝食が美味しかったです
comment	外国人客が多く スタッフは若くて可愛い女性が多く 笑顔で対応してくれるので、気持ちのよいステイが予想されます
complaint	場所が分かりにくい
complaint	マンションを改装したホテルのようで、改装はしてるものの生活臭が残ってる気がした
comment	設定や発生条件・環境など、必要な情報も伝えず修正できる訳がないのに気づかないのか
comment	施設は新しく、温泉もあり、エメラルドビーチや美ら海水族館も徒歩すぐで観光にも便利で、非常に満足でした
comment	とても気持ちよく何でも聞いたらお願い出来ました
complaint	部屋暗い、もっと健全な感じのデザインでも良い
request	３泊しましたが、朝食の内容を替えていただけたら最高です
complaint	電気のスイッチがベッドの真ん中にあるので一回一回ベッドに上がらなければならない
complaint	朝食の終わる時間が早い
request	ならばユーザーがそれぞれ自由に細かく設定出来る様にして欲しい
comment	自然相手なので仕方ありませんが、調査不足でした
comment	駅に近くて便利、そしてバスルームが綺麗で快適でした
request	元に戻してください
complaint	下手に円表示されても購入時の為替と合わないのでかえって不便です
comment	普通だったので特にはないけれど去年泊まって感激したのですが、今回なんか変わった感じがしました
complaint	普通だったので特にはないけれど去年泊まって感激したのですが、今回なんか変わった感じがしました
complaint	チェックインも滞在中もすばらしかったのに、チェックアウトの時や、預けていた荷物を取りに伺ったとき（12/26午前中）のスタッフ（女性２名・男性４名）の方は、カウンターで私語をしていて、気になりました
complaint	この部分はbooking.comでの予約だからかなとも思えてしまいました
complaint	全然だめ
complaint	洗面所がもう少し広かったら良かった
complaint	コーヒー等のサービスは、朝もあると良い
complaint	どうなってる
complaint	部屋は狭かったけれど、朝から夜まで出かけているので何ら問題はありません
comment	部屋は狭かったけれど、朝から夜まで出かけているので何ら問題はありません
comment	良くなかった点、これしか思い浮かびませんでした
comment	朝食も美味しいし、バーも素敵だし…また是非宿泊したいです
undetermined	部屋の清潔感
complaint	場所がわかりにくかった
request	自分とチャットできるようにするか、タブレット用に電話番号なしでも登録できるようにしてほしい
complaint	改悪よね
request	バーの閉店時間が現在の深夜12時を、2時くらいにしてもらうと、外から食事のあと帰ってもっとゆっくり飲めると思う
comment	やはり、リッチモンドクオリティでした
comment	外観やフロントは若干チープな感じがしますが、部屋は広くて明るいです
comment	お風呂がいい
comment	部屋からと最上階からの夜景がキレイ
comment	朝食が美味しい
complaint	アップした動画が最近のものしか表示されないのも大変困ります
bug	アップした動画が最近のものしか表示されないのも大変困ります
comment	又、来年来ます
complaint	価格設定が基本人数2〜4名からの値段なので高い
comment	母と娘の二人旅です
comment	質問の行き先を、口頭だけでなく分かり易く、書き記しておいて下さいました
comment	今後動画はYoutubeとTwitterに投稿しまーす
complaint	駐車場のすれ違いには気を使います
comment	スタッフの皆さんもできるところまでサービスを提供してくれようという気構えは伝わりましが、結局のところ、普通のホテルができるようなサービスは、ここでは期待できなかった
complaint	スタッフの皆さんもできるところまでサービスを提供してくれようという気構えは伝わりましが、結局のところ、普通のホテルができるようなサービスは、ここでは期待できなかった
comment	リクエストをしてベッドをツインに、ライティングデスク、デスクライトを用意して頂きました
comment	浴室が清潔
bug	音声は流れるのですが、 画面が止まり困っています
complaint	音声は流れるのですが、 画面が止まり困っています
comment	清潔感あふれる室内です
comment	朝刊も読めたし、銀座中心街に近いし、歩いてなんでも揃います
complaint	友達の知り合いの事なんてほんまどうでもいいゎ
comment	特にないです
request	早急に改善を
comment	とりあえず使えます
comment	場所が良い手続きがスムーズ
bug	いきなり動画見れなくなりました
comment	ありません
comment	スタッフの応対も沖縄のビジネスホテルではトップクラスでは
complaint	上がりがまちが奥過ぎて、洗面所、お風呂、トイレには下駄を履かないと行かれない
comment	沖縄も西海岸とかに行けばもっとビーチリゾートになるであろうが、北谷でもしっかりリゾートできました
comment	4月26日に更新していたみたいです
comment	しいて言えば、朝食を売りにしているホテルも増えてきたなか、朝食は一般的かも知れません（普通に和洋食でおいしくおなか一杯食べられます）
bug	登録出来ないから開けない
complaint	フィードをリフレッシュできませんってさっきから急に見れなくなった
bug	フィードをリフレッシュできませんってさっきから急に見れなくなった
request	もし十分なキッチンがないなら、せめて手作りのおにぎりと味噌汁とお新香と温泉卵とフルーツみたいな、場所を取らずにできる簡単な和食のルームサービスにしてくれれば、かなり嬉しかったけど
complaint	部屋のトイレスペースが狭い
comment	洗面所が部屋内にあるのが便利だった
complaint	自販機が地下一階にしかなくて、行くのが面倒でした
complaint	声かけのタイミングも悪く、お客さまに目線が行かず、自分の仕事に没頭し過ぎ
bug	着せ替えとスタンプがインターネット接続してないと出てダウンロード出来ない
comment	必ず再訪したいと思います
comment	久々に豪華なお部屋に宿泊しました
bug	通知音が鳴らないか短く大変困ってます
complaint	通知音が鳴らないか短く大変困ってます
comment	チェックイン時に焼きたてのクッキーを頂き美味しかった
comment	特に先斗町や四条で夕飯を食べたあと、腹ごなしで歩きながら帰ってこられるのは最高です
bug	まず、登録できない
bug	フォロアー検索が出来なくなりました
complaint	サウナが湿式だけで、温度が低かったこと
comment	いろんな口コミ＆評価もかねて選ばせてもらいましたが正解でした
comment	フロントの桜開花情報はありがたかった
comment	ほとんどの写真は撮影した年月日入りで印刷してもらって私の手元にあるんでね
comment	空室があったので、とグレードアップして頂けたお部屋が、とても広くて暖かいイメージの素敵なお部屋でした
comment	低反発枕がすごく良くて、頭をのせた途端に熟睡してました
request	他のアプリやサイトでは見られるので、修正をお願いします
comment	キティちゃんの朝ご飯が可愛かった
complaint	タイムラインの広告が大変鬱陶しい
comment	アメニティが豊富、駅から近い(雨でも横断歩道一つ渡る以外はほぼ濡れないでいける)、スタッフの対応がよい
complaint	帰り際、ホテル周辺には土産店が無く、少し離れた所に土産物をを買いに行ったのですが、駐車場利用時間が少しオーバーしたとのことで駐車料金を請求されました
undetermined	ありませんでした
bug	画像が全く送れないです
comment	サービスはとても気に入っています
comment	チェックインの時にメンバーズのお誘いだかでメールアドレスを書かされ、気づいたら来てた英語だらけのメール
comment	接客が良かった
comment	コンセントも充実していた
complaint	同じクラシックな雰囲気で合わせているのだろうが、ビジネスでPCを使うことを考慮して欲しい
request	各階か、2フロアに2個あると便利かなぁと思いました
complaint	モノレールがなかなか来ない
request	テラスか庭などの解放部分が欲しい
comment	隅々まで行き届いており、節度あるもてなしの姿勢に好感を持ちました
comment	部屋のクリーニングに時間がかかるようです
comment	しかも名前を三ヶ月たったのに変えられない
bug	Wi-Fiを入れたり切ったりすると高確率で接続が不安定になる
comment	スタッフは手慣れた感じの方もそうでない方もとても感じがよく、一生懸命なところにとても好感が持てました
comment	お風呂が広く 身体を洗えるスペースも 広くて 快適でした
comment	今のところ問題無く使えてます
comment	一泊３泊なら京都駅近くがよいが、それ以上ならここのロケーションは実に楽しい
comment	特筆すべきは立地ですね
complaint	景色は良くない部屋でした
comment	There is no problem at all.ええんちゃう、これ
undetermined	まだ早い時間だったと思うのですが
comment	以前は綺麗だったのに
comment	夜景がとにかく綺麗でした
comment	また機能性が素晴らしく、バスルームは洗い場もあるのに西洋式で、まさしくこうあってほしいバスルームでした
comment	友達の間だけでシェアすればいいんじゃないの
undetermined	建物の壁
undetermined	動画なんか来てなかったですよ
comment	ショッピングスポットが近くてとても便利でした
comment	ホテルは烏丸線四条駅の近くに位置し、立地条件は最高でした
comment	もちろん繋がることもありますが…
comment	設備も清潔で快適でした
comment	出張などでまた使いたいと思っています
comment	滅多に使わないのですが、もしもの為に多目に買ってあったのですが・・・
complaint	かと思えば、うんともすんとも言わないのでホームに戻そうとするとオープニング画面が出て正常作動する
complaint	近づくと見えにくくなるから明かりの位置を変えても良いかも
complaint	友達のタイムラインの存在が薄くなってる
complaint	スタッフの笑顔が無い
comment	部屋も広く快適でした
comment	ロケーションが最高に便利だった
comment	朝ごはんは美味しいけど、それだけ
complaint	朝ごはんは美味しいけど、それだけ
comment	部屋自体もですがお風呂が大きくてとても気持ちが良かったです
request	ベッドの脇には今はスマホ用の電源は必ず必要
comment	朝ご飯が最高
comment	部屋も広く清潔
comment	立地もよく、リーズナブルで、清潔感のある空間は快適でした
complaint	改善お願い致します
complaint	シャワーの水圧が弱すぎた
comment	アクセスとキレイさ
comment	娘の大学受験前だったのでホームページをチェックし、合格弁当も注文出来ました
comment	宿泊前にあまり知られていない寺に行きたい旨伝えたところ、下見にまで行って準備をしていてくれた
request	3人で使用しておりましたのでベットサイドがもう少し広ければ更に良かったです
complaint	ルームサービスの番号が明記されてない
complaint	良くない点も幾つか書きましたが、総じて大満足でした
comment	良くない点も幾つか書きましたが、総じて大満足でした
complaint	写真も順次削除していくかもしれません
comment	おすすめします
complaint	朝食は普通のバイキングの方が良い
undetermined	ベルギーと中国
comment	ゆいレールからは少し離れてますが、コンビニも近く立地は問題ないと思います
complaint	あとは、慣れてないからか、やや使いにくいです
complaint	ユーザーのことなどお構い無しに組織ぐるみで広告費稼いでるとしか思えない
complaint	通話中のタスクバーに出ているやつに通話終了ボタンついてるの不便
complaint	午前中からずっと夕方まで狭い廊下の半分をクリーニングのグッズが並んでいて、午後部屋で休もうと思っても出来ませんでした
comment	居心地が良く、清潔で快適
complaint	本当に笑えない
undetermined	たくさんあそべる
bug	1080pで再生できた動画が721pまででしか再生できなくなりました
comment	音質も良いし、通知も遅れることはない
complaint	使ったタオルの置き場所がありません
comment	ラウンジの朝食セット1001円はリーズナブル
complaint	清掃スタッフの方がずっと朝から廊下にカートを置いて作業中であったこと
comment	ロビーを兼ねたカフェunirはいつも外国人客でいっぱいで海外旅行に来ているみたい
complaint	部屋の作りが…つかいずらく、非日常すぎて……
comment	またまたです
bug	開くと随分前のトークに戻ってるのも困ります
complaint	開くと随分前のトークに戻ってるのも困ります
comment	Android用Twitterアプリと同じように、二段階認証設定するとログインする度にセキュリティコード入力が求められるのかと思ってた
request	purchaseの画面も通過を選べるようにして欲しい
comment	駅前の便利な立地に関わらずリーズナブルな価格で泊まることができ、良かったです
undetermined	やめないなら毎回通報し続けます
comment	アメニティーを除き、設備が充実していて良かった
comment	リゾートホテルではありませんが高級なビジネスホテルといったとこでしょうか
complaint	フロントが混んでいた
complaint	バッテリー消費が多いです
comment	対応もとても丁寧でした
request	スタンプと同じようにカテゴリーで分けてくれると嬉しいです
comment	赤坂見附の駅から近く、便利な立地でした
complaint	なぜなら、ブロックは 相手から嫌なことをされるから、 もう嫌なことをされないように ブロックがあるのに、グループで また、関わるってなったら 嫌なことされて当たり前じゃん
complaint	洗面回りがもう少し広いと使いやすい
comment	朝食がおいしかった
complaint	冷蔵庫冷えない
complaint	しかもレストランもない
comment	コインランドリーがあった
complaint	入浴時、脱衣するところがなくて困った
comment	こじんまりした部屋ですが、バスタブあり、鏡には曇りどめがついていて、拡大鏡もあり、とすべてのものが揃っているという感じで感心しました
comment	特になし
comment	部屋は狭かったですが寝るだけなら大丈夫な広さ
comment	全てに対してお勧めでした
comment	また泊まりに行きます
comment	シムフリーのスマホでかけ専用に使っています
bug	タイムラインの「このアカウントのすべての広告を非表示にします」は嘘
complaint	タイムラインの「このアカウントのすべての広告を非表示にします」は嘘
comment	いい思い出が出来、また利用したいですね
comment	部屋が広くて快適です
complaint	アップデート前は、再生する前から見たらどんなのか想像できたのに今ゎ絵が写らなくて使いにくい
bug	以前のXperiaZ3だと、アイコンが消えるまで通話画面を出す→ホーム画面に戻らず他のアプリを直接開くとアイコンが消えてくれたのに 最近はそれすらもアイコンが復活するし、復活までのスピードも2秒とない
complaint	以前のXperiaZ3だと、アイコンが消えるまで通話画面を出す→ホーム画面に戻らず他のアプリを直接開くとアイコンが消えてくれたのに 最近はそれすらもアイコンが復活するし、復活までのスピードも2秒とない
comment	お風呂が広く使い勝手が良かった
request	広告を最初だけにして欲しい
comment	姪のお祝いのために利用させていただきましたが、素晴らしいおもてなしをしてくださいました
comment	部屋が広いBlu-rayプレーヤーがある
comment	アメリカンビレッジ内という立地も良かったです
comment	深夜からの滞在でしたので、ルームサービスで軽食をお願いしました
comment	従業員の対応は素晴らしかった
comment	全てのサービスがさりげなく、宿泊者のリクエストに応えてくれる
comment	当日でありながらシガーバーは予約できない（店に行って気づいた）ところを口利きしといてもらえたのもありがたく思いました
complaint	洗面所の水はけが悪かった
complaint	必要に迫られ、小学生の子どもにもスマホを持たせ、LINEを使用しているが、いかがわしいタイムラインがシェアされて本当に迷惑している
request	もう少し詳細まで機能が使えるとよい
complaint	しかも波があるから気持ち悪くなる
complaint	今回新たに加わった 機能はストレスでしかないです
complaint	誰がプロフィールを更新したかなんてどうでもいい
complaint	良心でやったのでしょうが、只の迷惑行為です
comment	広いお風呂
comment	息子の勉強の為の机、スタンド、空気清浄機等のリクエストに快く応じてくれた
comment	お部屋からの見晴らしが素晴らしかった
undetermined	狭いというクチコミを見て、不安になっていました
complaint	無料だから我慢しろってことですか
comment	沖縄で一番寛げるホテルだと思います
comment	国際通りに近い
comment	おすすめです
complaint	浴室が少し高くなっており、足の悪い私には、出入りに注意が必要だった
complaint	通知オフにしてても 鳴るから、うるさいし迷惑
complaint	しかし今回は二つ注文があります
complaint	外国人が多く、ロビーの床で荷物を開いている人が何人かいて、あまりよろしい光景では無かったですね
bug	非表示にしたあとに更新するとすぐに同じ広告が表示される
complaint	初日のように、連泊中も毎日ペットボトルのサービスがあるとなおよかった
comment	無料朝食の沖縄そばも良かった
complaint	早急に対応してほしい
comment	清潔感があり、騒音もあまり聞こえない
complaint	カンラに比べてスタッフの対応が落ちる
comment	このホテルのポイントは朝食だと思います
complaint	ホテルの入口が判りにくい
comment	自動・手動関係なく、とにかく付けられないのです
complaint	自動・手動関係なく、とにかく付けられないのです
complaint	せっかく用意されたのに残念であると同時にご指摘があったのに、見直さないのは如何かと思います
comment	特にありません
complaint	食事が高額すぎる
comment	ロケーションと快適さ
comment	中国駐在ですが、旧正月休みを利用して家族で滞在しました
comment	部屋はシンプルで清潔感あり気持ちよいです
complaint	あんな興味ない事を何故に機能に加えたの
comment	宿泊したのはダブルルームでしたが、ゆったりくつろげる広さです
comment	内容は文句無しやけど、アイコンってどうやって変えるん
complaint	最悪
complaint	あえて言うなら、バストイレのドアの閉まり方です
comment	リクエストしていなかったのに、アーリーチェックインを対応してくれました
comment	仕事で利用させて頂きました
comment	清潔だ
complaint	この投稿を非表示にする　しか出来ないLINEグループの意味の無いタイムラインどうにかしてください
bug	27日更新後、現在タイムラインの広告が何度も非表示にしても表示されます、不具合が直ってません
comment	これは適正なことではありますが、以前の宿泊の時はプロントの方が配慮して下さいまして土産を購入してくる位の時間は「駐車料金はいいですよ」と嬉しい対応をしてくれました
complaint	アプリだと中途半端なので、結局要所はPCで対応してます
comment	コンビニも近くにあります
comment	朝食のブッフェ
comment	そこが何とかなれば完璧
comment	ロケーション抜群
complaint	セミダブルの部屋でしたが、パソコンで仕事をするには、机が狭かった
comment	部屋をアップグレードしてくれたこと
complaint	少し狭いので、キャリーバックを広げる場所がなく玄関の前のベッド足元置きました
complaint	タイムラインに勝手に出てきたbeauty reclpe by line 何度非表示やブロックしてるのにアホみたいに出てきます
comment	かなり便利です
complaint	到着時間のフロントの混雑、フロントの狭さ
complaint	どんだけ更新さすの
complaint	消しても消しても出てきてイライラします
comment	また宿泊したいです(o^^o)
comment	そして、何より有名な朝食
comment	お風呂もシャワースペースがあり、湯船にゆったりつかれました
complaint	見たくもない変な料理や美容広告を見させられるのは苦痛
comment	しかも、アカウント自体非表示してるのに、何回も同じ広告が出ます
complaint	非常に不快なので
comment	朝食が充実していて、良かった
comment	泊まる人はお気をつけあれ
request	スイッチがそれぞれの電気に付いていたら、良かったかな
comment	ジャンプー、まくらも選べてGood
comment	浴室にバスローブ、体重計、その他アメニティが充実しており、部屋も広く快適だった
comment	販売したら売れると思います
complaint	スクロールすると、見たくもない動画が勝手に始まるが、回数を増やす策略
comment	部屋からの眺めが綺麗
comment	室内も清潔感がありスタッフの態度もよろしいです
comment	お風呂かとても気持ちよかったスタッフが若々しくて元気もよくとても親切
complaint	夜中、部屋がミシミシ鳴っていて怖かった
comment	南国リゾ－トの雰囲気が特化しているホテルです
comment	またいつか、戻って来たいホテルの２つです
comment	特になし
comment	お風呂が広かった😁💗
comment	もちろん、出来たばかりなので、どこもとってもキレイ
comment	朝食も美味しかったですし、もう言うことなし
complaint	疲れてると辛い
comment	テレビ観ながらができる
comment	お部屋の清潔感
comment	女性用の グッズが 備えてあり 嬉しかったです
bug	トークの写真だが、1～３週間前に送った画像が、「保存期間が終了したため、画像を読み込めませんでした」と出た
comment	朝食も和食、洋食共充実していておいしかったです
comment	音質 は いまいちなようですけれども、11分以内は無料というのは助かります
complaint	データ量節約しているのに、無用なタイムラインの動画とか見たくないです
complaint	少し入り口がわかりにくかったです
comment	コンパクトながら使いやすく綺麗なお部屋でした
comment	細かな心づかいが感じられました
complaint	ホテルの入り口がわかりにくかったので、行き過ぎてしまいました
comment	ラインより音質が、良い
bug	YouTubeのアップデートの通知がきて、アップデートすると音は聞こえるのに、画面が真っ暗です
comment	ブラウザで十分では、、、
complaint	ということは、大切な自分のゲストはここに泊まらせたくないな、という結果におわりました
comment	芸能人の人もやっていて、その写真が見れてとてもいいし、自分でやるにもいいです
undetermined	場所
comment	今年家族で訪れ懐かしく、白亜の協会を眺め想いを廻らしました
complaint	長文消えるの困ります
comment	利用者がタダな変わりに広告が表示されるのは、LINEだけではありません
comment	雨が降ってきたため、傘を借りたのですが、ビニール傘ではなく、色つきのものでしたので、忘れないですみました
comment	清潔でオシャレ
comment	コーヒーが無料だった
comment	建物は古さもありましたが清潔感はありました
comment	朝食が充実していてたくさんの沖縄料理があり大満足でした
comment	画質は動画視聴中の右上のメニューから変えられますよ
request	早急に改善お願いします
complaint	早急に改善お願いします
complaint	TL非表示しかなくて、他の広告のように永続的にシャットアウトできない
request	大人ならこれはダメだって判断ができますが、未成年も判断もできる人もいますが、できない人もいるから自己責任って難しいと思うので、載せたら設定で自動に消すとかした方がいいと思います
comment	大人ならこれはダメだって判断ができますが、未成年も判断もできる人もいますが、できない人もいるから自己責任って難しいと思うので、載せたら設定で自動に消すとかした方がいいと思います
comment	施設の設備やアメニティはもちろん、かゆい所に手が届くスタッフの方々
comment	清掃員の方も気持ちよく挨拶して下さいました
complaint	あれさえなければ大満足‼
comment	あれさえなければ大満足‼
complaint	朝起きるのが遅かったので 朝食が あまり充実してなかった
complaint	正直狭かったのでそれだけが残念でした
bug	そして、4月28日にまたfbへのシェアが出来なくなりました
complaint	トイレットペーパーホルダーの設置の仕方(壁にペーパーがついてしまうので取りにくい)
comment	部屋が広い
comment	飲み物(紅茶、コーヒー)は、香りが良く美味しく、とても癒されました
comment	朝食が最高でした
comment	ベットの寝心地が凄く良かった
comment	◯◯回目ですね、と声をかけてくれます
comment	国会議事堂のみならず、首相官邸が眼下に見下ろせるのですから
comment	無料のドリンクサービスもあり満足です
comment	本当に綺麗で素敵なお部屋でした
complaint	部屋は非常に狭く、シングルサイズにセミダブルのベッドを置いて3人宿泊って随分と厚顔無恥
comment	朝食がおいしかった
comment	こっちに原因があるのかすらわからないです
bug	電話を切ると相手はかけてきてないのに アプリを終了するまで着信音が止まらなくなったり 画面が着いてない状態で 電話をしてる最中に通信接続中になって すぐに画面をつけると復活するというのが頻発している
complaint	別館の入り口　たばこのにおい　濃い　臭い
request	早く直して下さい
comment	いつも見させてもらってます
comment	ドリンクサービスがあり、部屋まで持って帰ってゆっくり楽しめます
complaint	あと、タイムラインなんとかして
complaint	ドライヤーを地面に放置ってどんな状況でしょうか
comment	本島に泊まるのであれば、ここ以外に考えられません
bug	無料で色々見てるので文句言えないのはありますが、最近、画面と音声だけ止まってしまい、時間だけ進んでます…
comment	Interiorや調度品も上品でした
comment	レディースルームの宿泊でしたが、至れり尽くせりな感じでくつろげました
comment	ジャグジーで優雅なひと時を過ごせました
comment	食事も美味しかった（特に朝食）
comment	viber out クレジットが期限付きに変更されるのですね
comment	ExpediaXZですが動画が再生は、できるものの画面が真っ暗なままで音声だけ聞こえていましたが本当は、スマホのバージョンを、あげると見れるようになったのでアプリの問題でないのにこのような批判をしてしまいすいませんでした
complaint	花見シーズンなので仕方ないのですが、素泊まりと考えると価格が高いのかなと…まあでも、どこのホテルもそうですけどね
comment	浴槽が大きく、家庭用とほぼ同じ構造で洗い場がある
comment	また利用させて頂きます
comment	浴室のガラスの仕切りが良い
comment	スナップのやり方が少しわからない でも楽しい
complaint	スナップのやり方が少しわからない でも楽しい
comment	私は最上階の10階に宿泊したため、それほど気にはなりませんでした
comment	ゴジラに子どもが大喜びしてたこと
comment	タオルも気持ちいい
bug	・いいねしていないのにいいねリストに追加されている
request	あと、ブロックしてる人はコチャ だけではなく、グループなとでも かかわれなくして欲しい
bug	文字のチャットは返信はなんとかできますが、写真を撮る、送る、消す、出来ません
complaint	宿泊費が高い
comment	今回も素敵なビジネス旅行となりました
bug	再起動してもまったく変わらない
comment	レセプションのスタッフの方も物腰丁寧でリラックスできる空間でした
comment	シャワーは最初水しか出ませんでしたが、扉のすぐ外のコントロールパネルのボタンを押したらお湯も出ました
comment	他企業の投稿は非表示にできるけど、LINE関連は通報ボタンのみ
comment	予想以上でした
comment	飲食店もローソンも近い
bug	まだ使って間もないけど、カメラがずっと起動してて困ります
complaint	まだ使って間もないけど、カメラがずっと起動してて困ります
comment	寝る以外はほとんど部屋にいなかったのですが、大きなソファーに海の見えるバスルームなど、本当はもっとゆっくり滞在できたら良かったのにと思いました
complaint	トラブル時のクレームアップがわかりづらいですが、普通に使う分には十分です
comment	トラブル時のクレームアップがわかりづらいですが、普通に使う分には十分です
complaint	新年なので、料金はそれなりで、お得感はありませんでした
undetermined	複数の習い事友達としています
comment	3歳の娘とプールを楽しむ事ができました
complaint	赤の他人の興味のないタイムラインが1人31件以上入ってくる
complaint	車が入って来てるのになかなか気づいてくれなかったり
comment	部屋の広さ　バスルームの快適さ　朝食のルームサービス　どれをとっても　very good
comment	年３回沖縄に遊びに行きますが今回はじめて泊まってみました
complaint	非常に使いづらいです
complaint	でも、、一つだけ言うなら、ほんまに広告が邪魔
complaint	もう少し安いと良い
comment	部屋をアップグレードしていただけて、広い部屋でゆったりと過ごせました
complaint	ベッドのクッションが、寝て、身体の部分だけ下がったような変な感じだった
complaint	お風呂までが階段しかないこと
complaint	これ、なんなんですか
complaint	帰り際、残念な気持ちになりました
request	広告非表示の反映と、友だちが気に入った他人の投稿を非表示設定できるようにしてほしい
comment	レセプションのスタッフの方の機転に感謝です
comment	新しく綺麗で設備も使いやすく、スタッフの対応は非常に親切
bug	コードがおくられてこない
complaint	クローゼットが無く洋服を掛けたいのに困った
comment	お部屋が清潔で広く快適である
bug	発信はできるけど着信ができない
comment	朝食が美味しかったです
comment	バスルームが使いやすかった
complaint	邪魔すぎる
bug	sh-02fについてたまにアプリを開くと画面が真っ暗で何もアプリ起動できません
comment	今までで、評価97%～100%の出品者で、商品未着は300円のミニカー2つだけです
complaint	今までで、評価97%～100%の出品者で、商品未着は300円のミニカー2つだけです
request	もう少し数を増やして欲しい
undetermined	スタッフの方の配慮、対応
request	温度警告出ちゃうんでうまく制御してくれるといいな
