tag	consumer_complaint_narrative
comment	Accueil et hôtel d'un bon niveau de qualité. Ideal pour un séjour et /ou activités situés dans la cité internationale.
comment	Bon petit dej !
complaint	si je pouvais mettre zéro je l'aurais fais , c'est n'importe quoi , dès que je veux me connecter sur mes comptes , on m'en empêche pour des raisons de sécurité , et quand je veux aller sur les autres , on me les supprime peu à peu .
complaint	problème d'insonorite des chambres
comment	Personnel à l'écoute.
comment	L'hôtel est très bien situé pour découvrir la Nice, à quelques pas de la Promenade des Anglais et de la vieille ville.
comment	l'accueil très sympathique.
comment	Chambres spacieuses, excellent petit-déjeuner avec du fait maison et des produits de très bonne qualité cuisinés à la demande et servis dans une salle agréable.
complaint	C'est nùuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuuul👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎👎
comment	Bien placé car à l'entrée de Cork, proximité d'un arrêt bus et à 10 min en voiture du centre ville.
comment	petit déjeuner hyper copieux
comment	Petit déjeuner gargantuesque avec une facilité de répondre aux besoins de chacun avec un buffet très complet.
comment	Hôtes très accueillants et agréables, ambiance chaleureuse, chambres propres
comment	je vois que ça marche vraiment!
comment	Proche du centre ville à pied (oublier la voiture à Cork!)
complaint	La réceptionniste du matin n'avait personne de la direction à portée et nous avons du payer la facture totale.
request	j'aimerais juste savoir si on peux faire des insta directe sur Samsung galaxie j1? Moi je peux pas malgré les mises à jours je trouve juste dommage..
comment	Bon dans l'ensemble.
comment	Super KMPlayer sous Windows XP !!!
comment	Cool
comment	Wifi disponible dans la chambre; stationnement disponible; près du centre-ville.
complaint	Manque de place pour les bagages.
complaint	La réservation ne correspond pas à la chambre attribuée.
complaint	changer les rideaux de douche, des parois vitrées seraient plus agréables et plus saines.
complaint	La vue de la chambre était catastrophique.
complaint	et chambres mal insonorisées
comment	Parking facile.
comment	Chambre spacieuse
comment	chambre calme
comment	Belle ambiance cosy et moderne.
comment	Ce qui est appréciable
comment	Balade alentour était facile.
comment	Trop bien je super heureuse
complaint	Genre avant, quand je recherchais quelque chose je mettais "récent" ET "photo" mais maintenant c'est impossible car on peut juste sélectionner un seul filtre :/ j'aurais bien aimé que ça redevienne comme avant!
request	Genre avant, quand je recherchais quelque chose je mettais "récent" ET "photo" mais maintenant c'est impossible car on peut juste sélectionner un seul filtre :/ j'aurais bien aimé que ça redevienne comme avant!
comment	hébergement de valeur, petit déjeuner au top, calme, station de bus à proximité, très bien renseigné
complaint	pas de grande casserole et de passoire pour pouvoir faire cuire des pâtes et les égoutter.
complaint	il me semble que instagram ne soit pas totalement honnête je me désabonne de certaine personnes et quand je revien sur mon profil le nombre de gens que je follow a remontée!
bug	il me semble que instagram ne soit pas totalement honnête je me désabonne de certaine personnes et quand je revien sur mon profil le nombre de gens que je follow a remontée!
comment	Chambre un peu exigue mais bonne literie.
complaint	Chambre un peu exigue mais bonne literie.
meaningless	Toutes les prestations proposées
comment	Bon emplacement
comment	Il y avait des travaux de rénovations.
complaint	il n'y a pas de langue française dans les choix des langues indiqués .
comment	Meilleur que celui de Windows!
comment	c'est mon application préféré..mais je trouve pas nécessaire qu'ils veuillent à chaque fois copier Snapchat..
comment	Merci à toute l'équipe pour votre efficacité.
complaint	Prix élevé pour la qualité et la taille du logement.
complaint	Bref je vais finir par arrêter avec Messenger.
complaint	Rien à voir avec un bed & breakfast.
comment	Hôtel de bon standing chambre de belle taille, salle de bain agréable clair et propre.
comment	Pas très loin du centre ville lorsque l'on aime marcher.
complaint	Le parking est dans une pente très forte, pas évident pour se garer ;)
meaningless	L'écoute
meaningless	L'accès aux chambres (carte magnétique), l'isolation des murs, la vue à l'étage le plus haut,le savon, etc..
comment	Chambres probablement inegales selon l exposition ( la vue sur la montagne et les poubelles des appartements d en face est moins glamour..) jardin verdoyant
complaint	Chambres probablement inegales selon l exposition ( la vue sur la montagne et les poubelles des appartements d en face est moins glamour..) jardin verdoyant
bug	Beug pour faire les duo je ne peut pas les mettre à côté
comment	C'est tout prêt du centre ville, sympa pour découvrir Cork.
complaint	En réalité un hôtel qui se veut un B&B et donc pas la même proximité avec les gérants.
complaint	Personnel froid (ni merci, ni au revoir au dépôt des clés le matin...
comment	Hôtel confortable, possibilité de laisser la voiture sur le parking de l'hôtel après le check-out (sinon, 2€ de l'heure en centre-ville).
comment	Rien à redire super hôtel, literie parfaite, hôtel très propre super petit déjeuner , calme , une baignoire dans La salle de bain pour le même tarif , à recommander super rapport qualité prix je recommande vivement !
comment	Belles et confortable.
complaint	Bruit des portes de chambre qui claquent.
meaningless	Rien
comment	Emplacement idéal, en centre ville.
comment	ce jeu la est magnifique est sublime
comment	Nous étions heureux de bénéfiter d'un upgrade, grâce à notre membership Accor, donnant la vue sur le Rhône.
comment	Literie au top.
meaningless	L'accueil
comment	Petits déjeuners excellents.
meaningless	La situation géographique.
complaint	A supprimer toute suite!!!
complaint	Il manquait une brosse pour les toilettes
comment	Sauna,hammam,piscine ,salle de sport à disposition
comment	Nous avons passé un excellent weekend à Paris.
bug	Je me désabonne sans le vouloir à des blog que je visite régulièrement
meaningless	Le temps de voir....
comment	De plus, à proximité du centre-ville.
complaint	Bruyant la nuit avec portes qui claquent
comment	Mais avec vista: Draw plus possible!
comment	Je recommande vivement.
complaint	ensemble vétuste
comment	Une vraie belle découverte
meaningless	Les voisins du dessus.
comment	réceptionniste charmante et souriante
comment	J'adore
meaningless	petit deje
comment	Pour y avoir séjourné de très nombreuses fois , cet hotel est certainement un des meilleurs de Moscou .
comment	Le personnel est très aimable
comment	Malgré la proximité de restaurants et bars, nous avons passé deux nuits calmes dans notre chambre située au 3e étage.
complaint	Les bruits des voisins (mauvaise isolation phonique)
complaint	Des publicités régulières dans le fil depuis la dernière MàJ qui gâchent le plaisir d'utilisation.
comment	J'adore et c'est bien car quand on a pas de carte sim et bas on peut envoyer des messages a nos amie et emplisse sa fait même pas briguer ma tablette et mon téléphone j'adore je vous conseil de télécharger instagrame moi j'ai suis devenue love
comment	Parfait, répond aux attentes d'un hôtel proche de la gare.
comment	Il y a un parking extérieur fermé gratuit + un parking souterrain payant.
comment	je n'utilise que lui pour mes retouches d'images depuis des années.
comment	Un délicieux goûter vous attend au retour de la journée de ski.
comment	Situé en entrée d agglomération , entre une rocade,un pont, et la voie ferree
comment	L'isolation phonique côté rue
comment	Lit très moelleux, télé avec port usb, hôtel proche de tout ( centre ville, english market, bus tours).
comment	Personnel sympathique et à l'écoute des clients
comment	Et là, dans cet hôtel, nous avons enfin eu chaud que ce soit dans la chambre ou la salle de bain.
complaint	Hôtel un peu loin du centre ville
complaint	Le bruit très present de la rue pour la chambre donnant en façade.
comment	- grande chambre très confortable.
comment	lit confortable , salle de bain parfaite , bar sympa et discret .
comment	Très bien situé,à deux pas de Nice Étoile,le personnel et les responsables sont sympathiques et accueillants.
request	Pourtant je suis a la derniere maj et mon ptb c un galaxy s6. Je comprend plus jaimerais bien aussi avoir les filtres.
comment	Cadre reposant est très romantique surtout avec le jacuzzi privé.
comment	L emplacement proche du centre ville
comment	Chambre bien avec cafetière Nespresso
comment	- literie impeccable.
comment	bon petit déjeuner.
meaningless	Le petit déjeuner et son personnel.
complaint	Beaucoup de bruit dans la rue ( voitures )et travaux +++Pour canalisation eau .
comment	Etablissement bien situé pour visiter Cork ayant l'avantage de disposer d'un grand parking
complaint	Un peu prêt de la route
comment	Menu Atelier à déguster,bon vin, magnifique, délicieux et personnels sympathiques...
comment	De plus, le petit-déjeuner(full Irish breakfast avec saumon,fromage, sausages...) était succulent,et peut se prendre sur une plage de 2h30-3h là où d'autres b&b ne laissent qu'1h30.
comment	La réceptionniste parle couramment 3 langues dont le français, et nous conseille les adresses sympas de Madrid.
comment	Propre et central.
complaint	À refaire je n'y retourne pas !
complaint	Parking trop petit, nous n'avons pas pu nous y garer.
comment	c'est top!
comment	Un superbe univers avec 2 personnages forts, l'adjudant et Cortana.
complaint	Quelques taches sur la literie.
complaint	Il me demande sans cesse de télécharger flash player.
comment	superbe jeu cependant dans cettedemo le seule stade c'est Santiago Bernabeù.
comment	L'hôtel est bien situé, le personnel est très sympathique, et les chambres spacieuses, l'hôtel est désuet mais plein de charme
comment	J'ai adoré sa charge plus vite que le musiqual Ly normal je vous le recommande
complaint	Le parking delicat car en pente
comment	Parfait
comment	Vous avez prévu de passer quelques jours à Lyon.
comment	Chambre spacieuse et propre.
comment	Calibre s'avère excellent pour la gestion d'eBook, je l'ai connu grâce à www.mabibliothek.com et il me sert toujours autant.
comment	A refaire sans hésiter.
comment	Très bel hôtel, bien situé en face du parc du Retiro, proche du Palais de Cibeles.
comment	Ets2 est un jeu de simulation de conduite de camion super genial je joue toute la journee il faut dire que je suis en retraite et ancien routier j'attends avec impatience d'autres patchs à télécharger
comment	Nous étions 3 et le rapport qualité est imbattable
comment	Je ne peux que recommander cet hôtel.
comment	Belle chambre, propre et très bien équipée .
comment	Bah moi j'adore instagram et c'est une bon réseau social je trouve qu'il ya pas un autre réseau cmme lui capable a publié des magnifique photo et vidéo et parler vc t'es amis au même temps je le kiff ♥♥
comment	Bonjour et bienvenue sur Telecharger Pes 2016 Gratuit
comment	J'y retournerai sans aucune hésitation!!
comment	Parking et petit-déjeuner (copieux!) compris dans le prix.
complaint	Cela peut poser problème pour les personnes en voyage d'affaires.
comment	Grande chambre propre, lumineuse et confortable.
comment	Service agréable et convivial.
comment	Superbe endroit.
comment	Ils me disent que je dois attendre 12h avant de recevoir le code par sms.
comment	JE RECOMMANDE.
complaint	Pas de sèche-cheveux disponible.
complaint	Peinture et finitions de la chambre à améliorer
comment	Équipe féminine très agréable et de bon conseil.
comment	Génial
comment	L'hôtel est idéalement placé près du carrefour de l'Odeon, La suite junior est parfaite, le rapport qualité prix est optimal !
comment	Personnel attentionné et serviable , disponible
comment	Avec plusieurs amis, nous faisons beaucoup de LAN.
comment	Superbe hôtel, tres surprenant !
comment	Cela fut un plaisir dont nous gardons un formidable souvenir.
comment	Nous y reviendrons avec le plus grand plaisir !!
comment	Le personnel parle un peu anglais et ils essaient de ce montrer compréhensif et nous facilite notre arrivée.
complaint	Je pense désinstaller cette version et utiliser une version bien antérieure, il y avait vraiment moins de problèmes !
comment	L'emplacement est idéal...
complaint	Matelas, chambre au rez de chaussée avec beaucoup de passage et bruit le matin
comment	Matelas, chambre au rez de chaussée avec beaucoup de passage et bruit le matin
complaint	Pour avoir fait le tour de l'irlande ce fut le pire.
comment	Finalement le calme de la chambre située coté jardin.
complaint	Pas de place de parc, même si réservée.
comment	il en est de même avec ccleaner !!!
comment	Tranquille pour les étapes d'affaires à Moscou.
comment	A un moment en pleine nuit on a eu chaud et on a ouvert une fenêtre et on a rien entendu !
comment	Ultra-propre, fonctionnel .
comment	Mais bon on s'en contente
meaningless	Bonjour à tous,
comment	Les petits- dejeûners sont inouïs de variété et d'abondance.
comment	nous y sommes venu pour un week-end shopping, l’hôtel est vraiment bien situé dans un très beau quartier, l’accès en voiture se fait facilement, le concierge nous guide une fois dans la rue piétonne.
comment	Les chambres sont superbes.
comment	Mais heureusement, le bruit de la circulation ne nous a pas dérangees.
complaint	Je trouve le sauna petit et un seul élément de bien être.
comment	Accueil, service, et prestations de qualité.
complaint	Moquette pleines de taches.
comment	Et un petit déjeuner parfait.
comment	C t un très bon réseaux social tout marche rien à dire
comment	Superbe Suite, que d'espace!!
comment	Attention, ce programme était naguère excellent, bien que proposant des tas d'installations inutiles qu'il fallait prendre soin de décocher.
complaint	Attention, ce programme était naguère excellent, bien que proposant des tas d'installations inutiles qu'il fallait prendre soin de décocher.
comment	Une vue sur la montagne exceptionnel.
bug	Beaucoup de crash sans raison.
complaint	Télévision : impossible de changer les chaînes ou diminuer le son .
comment	Accueil chaleureux, personnel aimable, jolie chambre.
comment	Gentillesse des Propriétaires.
meaningless	petit déjeuner.
comment	Le personnel est agréable, et professionnel.
comment	mais on a trouvé un 4 étoiles moins cher à Galway.
meaningless	La configuration des chambres...
comment	La proximité du centre ville de Cork, situé sur l'axe principal le long du port
comment	Ce jeu est sympa on pourrait y jouer pendant des heures sans sans lasser.
comment	Bien.
comment	Fonctionne mieux sur Android qu'iOS j'ai remarqué. Une application que j'utilise chaque jours avec ma famille et mes amis donc, très utile pour moi!
comment	Instagram est super pour savoir l'actualité et pour rigoler mais des petits défauts son présents et assez dérangeant ...
complaint	Instagram est super pour savoir l'actualité et pour rigoler mais des petits défauts son présents et assez dérangeant ...
meaningless	L'accueil, la propreté ,
comment	Voici 4 ans que je viens dans cet hotel .
meaningless	Parking
comment	Je recommande pleinement
comment	hôtel de très grande classe, chambre spacieuse.
comment	Très bon restaurant, nous avons étés servi par le très professionnel et sympathique Alejandro.
comment	Esprit de service.
comment	Le personnel est sympathique et serviable.
comment	Charmant et confortable.
comment	Logiciel facile à utiliser, à installer seul problème: qualité d'image très mauvaise.
complaint	Logiciel facile à utiliser, à installer seul problème: qualité d'image très mauvaise.
comment	Excellent petit déjeuner.
complaint	propreté douteuse
complaint	Faites quelque chose!!
complaint	Comment peut on louer une chambre d'hôtel aussi minable à ce prix là!!!!! C'est inadmissible!!!
comment	Merci à tous, beau travail.
comment	Cadre et ambiance qui invite aux plaisirs des sens.
complaint	Dire que cette version est plus légère que les précédentes, c'est exsagéré voir totalement erroné!
comment	Excellent programme pais la version bêta se bloque et se plante sur libre office
complaint	Excellent programme pais la version bêta se bloque et se plante sur libre office
comment	L'hôtel est superbe: la chambre très jolie et propre, le personel (jeune) très gentil et professionel, et une bonne cuisine.
meaningless	Le ketchup
comment	Salle de bain spacieuse et pratique.
comment	Personnel très serviable.
comment	Mieux : des intitulés de menus sont en chinois !!!
comment	il est indiquer téléchargement en français!!
comment	- proche du centre ville
comment	Le petit déjeuner est une tuerie pour la balance 😊
comment	Cocktails et pâtisseries superbes.
complaint	j'ai des probèmes pour des mises à jour d'où le probleme d'appréciation
complaint	Un peu bruyant pour la chambre sur la rue.
comment	Chambres et lits très confortables.
meaningless	Le ménage de la chambre.
comment	Vous êtes accueilli avec des serviettes chaudes pour les mains, et boissons au choix.
comment	Nous y retournerons très certainement.
complaint	Sert a rien
comment	La situation géographique est parfaite.
complaint	il ne s'installe pas sur mon pc, il m'affiche que la configuration n'est pas celle demandé malgré que mon pc est nouveau dont la configuration est:
comment	Très bon mplacement
comment	Lieu accueillant toujours du monde au bar
comment	Le reste parfait
request	Si oui, pourquoi lorsque je lance ce programme il apparait le message "utilisation sans licence".
comment	Je l'utilise depuis des années, était toujours efficace.
complaint	odeur de peinture
comment	Chambres sans surprises mais il ne manque rien
comment	Petit déjeuner très complet.
complaint	Long pour avoir de l'eau chaude ds la salle de bain
complaint	J'ai essayé 3 fois de m'inscrire et ça m'a écrit Je suis dsl il semblerait que vous ne pouvez pas vous inscrire MRC pour l'intérêt que vous donnez à l'application Un truc comme ça
bug	J'ai essayé 3 fois de m'inscrire et ça m'a écrit Je suis dsl il semblerait que vous ne pouvez pas vous inscrire MRC pour l'intérêt que vous donnez à l'application Un truc comme ça
comment	je suis dans un intranet avec bcp de restrisctions.
complaint	La vétusté de la chambre
comment	Hôtel très jolie et qui vaut son prix!
comment	Ce logiciel est tout simplement magnifique, même si il n’accélèrerait pas les téléchargement je l'aurais pris car il est simple d'utilisation et gère très bien les téléchargement
comment	j'aime vraiment
complaint	Nous avons eu une chambre qui "puait" la cigarette ( le mot n'est pas trop fort). On nous a changé de chambre pour une autre.
meaningless	Manque plus pour baisser un peut le prix
comment	Simplement le plus inconnu, et pourtant, étant informaticien je peux vous dire qu'il ne faut plus vous poser de questions, PASSEZ a Opera.
comment	Personnel très sympathique et serviable.
comment	Chambre agréable très bien insonorisée et double fenêtre.
comment	Au 1er étage il y avait une table dans le couloir avec à disposition : thé, café, biscuit et petits gâteaux maison !
complaint	Poignée réglage chauffage cassée.
complaint	Pas de réception Wifi dans cette chambre, j'ai été obligé de me déplacer vers la salle de sport pour l'obtenir.
comment	La situation parfaite, on est très rapidement au centre de cork pas besoin de voiture.
comment	Le personnel est qualifié et accueillant.
comment	un emplacement parfait au centre de Nice; un jardin magnifique mais une chambre très petite, un hall et un accueil un peu froid et surtout un peu cher pour n'avoir ni spa ni piscine!
complaint	un emplacement parfait au centre de Nice; un jardin magnifique mais une chambre très petite, un hall et un accueil un peu froid et surtout un peu cher pour n'avoir ni spa ni piscine!
complaint	Pas trop d'effort de français à l'accueil pour ceux qui parlent très peu ou pas anglais.
comment	Grande télévision.
complaint	La chambre etait un peu petite pour 2 adultes et 2 enfants
comment	Accueil au top .
comment	Magnifique chambre au dernier étage pour 5 personnes, avec terrasse et douche extérieure.
complaint	Essayez de régler cette problème le plus vite possible s'il vous plaît..
complaint	Les murs sont très fins et si les chambred avoisinnantes sont occupées par des personnes bruyantes on entend absolument tout.
comment	La prise en charge du véhicule est au rendez-vous.
comment	Rien à signaler de desaagreable
comment	Je ne peut vous donner une opinion car il ne s'installe pas.
comment	Spa et piscine des plus appréciables dont nous avons pu profiter tardivement le jour de notre départ.
comment	Petit déjeuner très copieux.
comment	prix très correct
complaint	manque ascenseur
comment	La déco est magnifique à l'exception de la verrière avenue Kléber qui est massive et particulièrement ratée.
complaint	La déco est magnifique à l'exception de la verrière avenue Kléber qui est massive et particulièrement ratée.
complaint	Mais je sais pas pourquoi depuis janvier sa commence a déranger !
complaint	il y a une piscine mais les informations données à l’accueil ne correspondent pas horaires réels de la piscine , nous n'avons pas pu en profiter.....
comment	chambre avec petite terrasse au troisieme etage.
comment	Elles étaient toutes adorable et compréhensives, nous aidaient quand on comprenait pas quelque chose, bref au petits soins !
comment	Grand placard.
complaint	L'accessibilité pour le piétons avec valises n'est pas évidente depuis les gares ferroviaire ou routière
comment	Léger, discret, mais super efficace.
comment	Chambre petite mais bien conçue
meaningless	le petit déjeuner irlandais .
comment	Il est idéalement situé juste à proximité du centre.
comment	très complète bien qu'encore en développement,
meaningless	Le prix
request	MAIS JE N'AI QU'UN VILLAGE J'AIMERAIS POUVOIR EN TELECHARGER PLUS
meaningless	Nous ne l'avons pas fait, c'était notre dernière nuit.
comment	Bien situé. Personnel aimable, bon confort.
comment	J'ai commandé le 19/04/2011 Avast!
comment	L'accueil excellent.
meaningless	Chocolat chaud pour les enfants payant.
comment	restaurants ou pub à 10 minutes à pied .
complaint	Google play store introuvable contrairement à ce qui est dit
comment	Je veux désinstaller Recuva de mon ordi.
complaint	1 dans nos 2 chambres les salles de bains étaient minuscules et on entendait les voitures sur la route passante
comment	Notre chambre était bien baignée de soleil le matin.
comment	A recommander sans réserve.
comment	Je n’oublierai jamais ce séjour dans cet hôtel !
comment	Excellent rapport qualité prix, petit déjeuner copieux et gourmands.
complaint	Propreté de la salle de bain (joints de la faïence murale moisis par endroiits)
meaningless	Prix
complaint	le bruit de la route
comment	Pas mal mais peut mieux faire.
comment	La proximité de la gare routière.
comment	La chambre spacieuse.
complaint	l' insonorisation insuffisante des fenetres pres d'une rue avec forte circulation
complaint	Manque un mini bar.
comment	J'ai apprécié l'accueil, la proprété,la situation et le petit déjeuner très copieux
comment	Facilité d'accès, près du centre
comment	les volets et les rideaux bien occultants , pas courant en irlande
comment	Accueil chaleureux (et en français!!!), petit déjeuner copieux, chambre confortable et spacieuse
complaint	Baignoire pleine de cheveux.
comment	Les chambres petites mais bon très rapport qualité/prix, très pratique pour courts séjours.
comment	Hôtel de charme, prestation de qualité, restaurant et serf service du petit déjeuné à la hauteur de nos attentes (bon choix de plats)
request	pourquoi il n'y a pas de video pour voir comment jouer le jeu.
complaint	demande quand meme un pc performan car en java un peu galere si lpn veu
comment	Le personnel est très agréable et au petit soin avec les clients.
comment	Et pour finir ces plus gai tumb..
meaningless	Le bruit.
meaningless	petit-déjeuner
complaint	Obligé de désinstaller et réinstaller l'application.
comment	Installation obligatoire pour pouvoir lire les message sur fb ....
comment	Trés bonne literie.
comment	Le personnel est aimable et aidant.
bug	Je ne peux pas accéder aux mssages
comment	Les chambres sont très grandes avec un lit de 2m x 2m
comment	Lit confortable, bonne qualité de service un accueil très souriant et courtois, très bon accompagnement au niveau du personnel et de l'équipement de chambre sèche cheveux tout équipement sont mise à notre disposition par contre la wifi bug beaucoup et très propre sur la question d'hygiène également.
comment	Le personnel est parfait aux petits soins
complaint	Personnel pas spécialement agréable.
comment	Les chambres comme la bâtisse vous plongerons dans le Chamonix d'il y a plusieurs années, mais cela a son charme.
comment	Vraiment un très grand merci pour avoir fait de ce grand week-end, un week-end d'excellence.
comment	L'hôtel est bien situé , propre et calme.
meaningless	Se jour court et efficace,
bug	Depuis la mise à jour il m'est impossible de mentionner un compte ou une personne sur ma story instagram, sur mes photos publiés ou partager un article à mes amis grâce au "@..." résoudre au plus vite merci #decue
comment	La chambre est très bien, l'accueil parfait, le restaurant très bon, le bar ainsi que l'ambiance excellents....
meaningless	Normalement cela devrait marcher 👋
comment	Et on peut facilement se rendre au centre-ville à pieds...
comment	C'est un logiciel magnifique est facile à manié, il mérite le téléchargement est son installation.
comment	Rien n'a pu entacher ce séjour dans cet établissement hors du commun
comment	C'est le meilleur de la catégorie Windows XP.
comment	Surclassé dans cet hôtel suite à des réparations dans celui prévu, nous n'avons pas regretté.
comment	Chambre très spacieuse.
complaint	En outre travaux à l'hôtel qui font que la propreté laisse à désirer des les couloirs
comment	trés bonne literie.
comment	c est cooooolllllllllll
meaningless	Cordialement
comment	Defragler de Piriform est un excellent défragmenteur!
comment	Grand parking .
comment	Très central et proche de la gare.
comment	Hôtel très bien situé, près de la rue piétonne.
comment	Très bon logiciel.
complaint	Prévoir plus de crochets ou patères dans la s de bains
comment	Pour la deuxième fois nous faisons halte dans ce sublime hôtel fait de marbre, bois et fer.
comment	Hôtel situé dans un quartier chic et calme en dehors de l'hypercentre de Barcelone, à environs 10/15 mins d'une station de métro.
comment	Pas loin de tout,à pied sans baratin
comment	Un très bel hôtel, ambiance chaleureuse, chambre spacieuse et propre (Crazy), avec un personnel sympathique et compétent!
comment	et j'en suis satisfait
comment	Super cool moi j'adore bien
comment	tous les youtubeurs adoreraient avoir un logiciel d enregistrement
comment	L hotel est magnifique, des que vous franchissez l entrée vous êtes chez vous...
comment	Le personnel a été très gentil et a mis un matelas au sol sans supplément.
comment	Le restaurant l'oiseau blanc offre une cuisine de qualité avec une vue incroyable.
comment	Trop bien, rien à dire.
comment	je me connecte souvent
comment	L'insonorisation avec l'extérieur
meaningless	STYNO
complaint	Nul nul nul l'appli mets 1h à s'installer alors que j'ai une bonne connections et elle se ferme dès qu'on écris un messge, franchement décus
bug	Nul nul nul l'appli mets 1h à s'installer alors que j'ai une bonne connections et elle se ferme dès qu'on écris un messge, franchement décus
complaint	C nul
comment	Le confort des chambres, la gentillesse de l accueil
comment	Super,l'équipe à tout remis en place, maintenant c'est reparti pour un tour.
complaint	Pas de volet Et rideau occultant
comment	Situation au centre de la presque île pour visiter Lyon.
comment	L'hôtel est très bien situé, mais loin du bruit des voitures qui circulent sur les avenues
meaningless	plateau d'accueil dans la chambre
comment	L'hôtel est agréable , les chambres calmes , propres , avec une bonne literie .
comment	Trop trop trop trop super bien mais les mises a jour son un ou plusieurs mois apres leur sortie
complaint	Trop trop trop trop super bien mais les mises a jour son un ou plusieurs mois apres leur sortie
comment	(pour info, Skyrim est un jeux qui ne se joue pas sur le net.)
comment	accueil des patrons
comment	Vraiment à la hauteur de tous les avis positifs que j'ai pu lire , considérant que les avis négatifs sont ceux des grincheux !!
comment	le logiciel est une merveille!
comment	je n'ai pas encore trouvé un téléchargeur meilleur que Vuze j'esper qu'il sera tjr à la hauteur de mes attentes !
complaint	Problème de connexion Wifi aux heures de pointe.
comment	Très satisfaite de l accueil, le personnel est extrêmement sympathique.
complaint	je trouve se jeu hyper nul il faut payer cher pour i jouer heureusement qune semaine est gratuite
complaint	L'accueil nous a proposé une autre chambre au Crawford hôtel juste à côté qui était correcte tout ca après avoir payé Très bruyant sur une route très passante
comment	Personnel aimable
complaint	Pas de pression d'eau pour se doucher
comment	💘
meaningless	emplacement
comment	cette jeux trés agriable trés beau image
comment	Style so irish , le petit déjeuner irlandais, la demeure et son éclairage de nuit
meaningless	Hi,
comment	Petit problème d'électricité dans cette chambre, sinon rien à redire.
complaint	Petit problème d'électricité dans cette chambre, sinon rien à redire.
complaint	Les degradations du plafond de la salle de bain (peinture ecaillee) et un grand trou dans le plafond de la chambre au dessus du lit.
comment	Place de parking privative
comment	Le top pour un sejour réussi!
comment	Lit excellent, belle chambre rénovée, climatisation parfaitement réglée à notre arrivée
comment	Les chambres double supérieures au 4ème étage étaient les plus belles et plus calme avec une vue ravissante sur le joli parc de la place Mozart.
comment	ils sont tranquilles, ils font payer à l'arrivée!
comment	Le personnel toujours aussi souriant accueillant à l'écoute du client .
comment	Hôtel irréprochable, propre et très confortable.
complaint	Salle de bain un peu petite
comment	Appartement très bien équipé, le parking situé juste derrière est pratique.
bug	Les conversations sont gelées.
complaint	Chambre petite et d'une grande sobriété .
meaningless	petit dejeuner
comment	Le plateau avec bouilloire, thé et café.
comment	A n'utiliser que pour des mains expertes .
comment	personnel tres sympa font l'effort de parler Français un verre de bienvenue vous est proposé,biscuits et bonbon a disposition a la reception ;les produits du petit dejeuner sont de qualite est tres bon.
complaint	Beaucoup de beugue et meme avec les mise a jour faut desintaler et reinstaler messenger a par sa j aime beaucoup envoier message parler video etc
comment	Très bien, j'ai découvert des choses que snapchat n'avait pas!
comment	Très bon accueil même si cela ressemble plus à un hôtel qu'à un b and b
comment	Merci!
complaint	Le parking beaucoup de voitures n'appartenant pas aux clients
comment	Et que dire du petit déjeuner: une merveille pour les yeux et surtout les papilles.
comment	Design de la chambre sympa
comment	Demandez coté cour.
comment	Accueil et personnel très chaleureux.
comment	Visit : le prix de Google Earth PRO et : 120,99 €
comment	Quel bonheur de se retrouver dans un établissement à taille humaine avec un professionnalisme exemplaire.
comment	Situé au Nord du quartier Ribera (centre-ville), un hôtel convenable.
comment	Idéalement situé pour visiter Bordeaux, la chambre supérieure est un peu petite mais elle a un petit balcon, elle est fonctionnelle, elle est propre, et il y a de quoi faire des cafés et des thés.
complaint	Une nuit vraiment difficile....
comment	Le bar de l'hotel très simpa
comment	Magnifique
comment	pas mal
comment	Très bel espace SPA.
comment	J'ai adorer vraiment!
comment	Publication va plus vite tout est plus rapide que la premiere version, je conseille grave !
comment	Chambre agréable.
comment	La situation est idéale : pas loin du vieil Arbat et à 25 minutes à pied du Kremlin
meaningless	Situation géographique
comment	Pas mal
comment	Personnel très stylé, choix très généreux de cocktails et de tapas et avec cela une vie presque 360° sur la ville.
bug	Impossible de lire les vidéos depuis plusieurs jours malgré une très bonne connexion internet.
comment	Personnel très disponible et agréable.
complaint	Un peu cher pour ce niveau.
comment	J'ai choisi les dossiers que je souhaitais synchroniser (pas tous).
comment	Design intérieur très bien choisis (hall+bar) et très calme.
complaint	Salle de bains mal ventilée.
complaint	j'ais un gros probleme a un moment je ve le maitre dans mon fichier et ben ca marce pas.
meaningless	Le petit déjeuner
comment	Chambre spacieuse et lit confortable.
comment	en fait on a tout aimé et le prix est très très correct
comment	A 10 minutes à pied des restaurants et bars.
comment	Hôtel typique avec beaucoup de charme, calme, le personnel sympathique et à l'écoute, les chambres spacieuses, le thé ou café prévu dans la chambre
comment	Avast est meilleur antivirus
comment	Cadre agréable.
bug	Je ne peux plus lire les vidéos que je reçois dans messenger....
meaningless	tout
comment	Le service est toujours souriant et discret
meaningless	rien
comment	Le personnel très serviable et souriant.
complaint	Par manque de place, je suis obligé de réinstaller Whatsapp et ensuite l'enlever pour passer d'une appli à une autre appli.
complaint	Aucune efficacité !
comment	espace de la chambre agréable
